"file","OM","Ftrgt","Btrigger","HCR","TACconstr","BB","catch_long","catch_short","catch_medium","risk1_full","risk1_long","risk1_short","risk1_medium","risk3_long","risk3_short","risk3_medium","iav_long","iav_short","iav_medium","catch_median_long","catch_median_short","catch_median_medium","conv_failed","F_maxed","ssb_median_long","ssb_median_short","ssb_median_medium","F_median_long","F_median_medium","F_median_short","Blim","recovery_time","recovery_proportion"
"OM2_HCR-B_Ftrgt-0.15_Btrigger-190000_TACconstr-TRUE_BB-TRUE.rds",2,0.15,190000,"B",TRUE,TRUE,20188.4655,16861.3505,17943.22544,0.12525,0.1179,0.1184,0.1468,0.135,0.159,0.164,0.386102423,0.368061706,0.520024766,19783.25,17469.45,17618.4,0,0,170192.1647,160421.6354,164431.6219,0.124661739,0.114245866,0.112901149,119970,1,0.931
"OM2_HCR-B_Ftrgt-0.16_Btrigger-210000_TACconstr-TRUE_BB-TRUE.rds",2,0.16,210000,"B",TRUE,TRUE,20362.79087,16630.52606,18112.48872,0.124,0.1168,0.1168,0.1456,0.134,0.157,0.162,0.385622756925906,0.352152896018056,0.500020540865448,19163.25,17061.75,17023.2,0,0,170320.851635122,160898.043191468,164904.360020415,0.123729081986115,0.113108433750081,0.109701490630134,119970,1,0.934
"OM2_HCR-B_Ftrgt-0.16_Btrigger-2e+05_TACconstr-FALSE_BB-FALSE.rds",2,0.16,2e+05,"B",FALSE,FALSE,20549.80531,16805.2246,18911.6736,0.12755,0.12,0.121,0.1492,0.133,0.163,0.162,0.150299259,0.225022756,0.317376487,19918,17921.5,18273.5,0,0,169602.7925,160197.4639,164395.1563,0.131311679,0.123483435,0.115397754,119970,1,0.926
"OM2_HCR-C_Ftrgt-0.12_Btrigger-190000_TACconstr-FALSE_BB-FALSE.rds",2,0.12,190000,"C",FALSE,FALSE,17577.6747,14292.9158,16128.4236,0.11415,0.1059,0.1066,0.1382,0.124,0.151,0.157,0.13622153,0.222018926,0.195972503,17334.5,14905.5,15609.5,0,0,177438.9662,163336.1975,170240.1101,0.104996215,0.09908622,0.091670718,119970,1,0.935
"OM2_HCR-C_Ftrgt-0.14_Btrigger-220000_TACconstr-FALSE_BB-FALSE.rds",2,0.14,220000,"C",FALSE,FALSE,18491.231,14635.7388,16956.1678,0.11625,0.109,0.1076,0.1394,0.124,0.154,0.157,0.158748138144491,0.231537616624462,0.217212987595354,17118,14971.5,15528,0,0,175544.632276158,163182.958824636,169323.901430767,0.107751228132085,0.101130274211531,0.0925273298510853,119970,1,0.935
"OM2_HCR-C_Ftrgt-0.15_Btrigger-230000_TACconstr-TRUE_BB-TRUE.rds",2,0.15,230000,"C",TRUE,TRUE,19068.73485,15319.67298,16934.36418,0.12035,0.1134,0.1096,0.145,0.126,0.151,0.161,0.365466125,0.338159133,0.412805533,17178.75,14977.9,15162.05,0,0,174023.7154,162898.9517,167802.5319,0.108738686,0.098932857,0.095620754,119970,1,0.934
"OM3_HCR-A_Ftrgt-0.12_Btrigger-180000_TACconstr-TRUE_BB-TRUE.rds",3,0.12,180000,"A",TRUE,TRUE,17898.49829,14942.45284,16085.69467,0.11985,0.1118,0.1114,0.1444,0.128,0.16,0.157,0.266548596,0.261777618,0.277444033,17076.20762,15253.87921,15658.22854,0,0,176000.1139,162726.8647,169212.3412,0.103064555,0.096833076,0.095111736,119970,1,0.931
"OM3_HCR-A_Ftrgt-0.12_Btrigger-190000_TACconstr-FALSE_BB-FALSE.rds",3,0.12,190000,"A",FALSE,FALSE,17627.49408,14320.37364,16157.75718,0.11485,0.1066,0.1074,0.1388,0.125,0.154,0.156,0.154839391,0.242003613,0.214688229,17333.50469,14560.73866,15539.23121,0,0,177125.8608,163249.1899,170220.2814,0.104664831,0.098574656,0.091292921,119970,1,0.935
"OM3_HCR-A_Ftrgt-0.14_Btrigger-220000_TACconstr-FALSE_BB-FALSE.rds",3,0.14,220000,"A",FALSE,FALSE,18541.7174739773,14642.0997743975,16989.0995818598,0.1162,0.1087,0.1078,0.1396,0.126,0.156,0.157,0.173172130156195,0.247398593153346,0.236178548260311,17098.3207752173,14605.5829213709,15500.6214108374,0,0,175420.570613016,163175.000608778,169261.662861878,0.107962291492875,0.100982003812886,0.092136546619793,119970,1,0.933
"OM3_HCR-A_Ftrgt-0.16_Btrigger-250000_TACconstr-TRUE_BB-TRUE.rds",3,0.16,250000,"A",TRUE,TRUE,19040.0284521668,14868.9468607149,17340.1450957477,0.1177,0.1108,0.1082,0.141,0.128,0.156,0.157,0.202969689338397,0.252792753733972,0.254392594262954,17053.038315757,14735.4325189175,15489.4616621843,0,0,174641.418073125,163041.08631387,168695.218544007,0.108039931799076,0.101294142217304,0.0927578110180934,119970,1,0.932
"OM3_HCR-A_Ftrgt-0.172_Btrigger-166708_TACconstr-FALSE_BB-FALSE.rds",3,0.172,166708,"A",FALSE,FALSE,22394.3909511225,20831.3319165633,20906.2426122073,0.1852,0.183,0.165,0.2098,0.198,0.235,0.222,0.156619599316,0.136766642805209,0.217317907990733,22532.2960652664,21894.8114118492,20452.1116528922,0,0,161505.950132556,155338.947069881,156093.566492921,0.151252637069779,0.144071431035138,0.145473987466758,119970,1,0.895
"OM3_HCR-A_Ftrgt-0_Btrigger-166708_TACconstr-FALSE_BB-FALSE.rds",3,0,166708,"A",FALSE,FALSE,0.540939594680873,7.54860956225988e-30,0.427554308797355,0.03825,0.0257,0.0488,0.0528,0.037,0.057,0.059,1,1,1.12480703508189,0,0,0,0,0,224170.500593018,178125.870146322,206590.531203364,0,0,0,119970,1,0.978
"OM3_HCR-B_Ftrgt-0.15_Btrigger-190000_TACconstr-TRUE_BB-TRUE.rds",3,0.15,190000,"B",TRUE,TRUE,20221.98688,16891.3196,17970.3253,0.12605,0.1183,0.1188,0.1488,0.136,0.159,0.168,0.388510795,0.363461186,0.519267142,19644.34664,17537.07435,17564.82361,0,0,170154.4484,160510.0687,164584.1161,0.124159565,0.113920155,0.112541356,119970,1,0.929
"OM3_HCR-B_Ftrgt-0.16_Btrigger-210000_TACconstr-TRUE_BB-TRUE.rds",3,0.16,210000,"B",TRUE,TRUE,20403.8191467498,16662.8632294295,18124.1749238343,0.12435,0.1171,0.1158,0.1474,0.133,0.157,0.165,0.38601275068622,0.352268934046022,0.50365702714667,19089.4770582276,17070.9748764182,16947.5986089839,0,0,170283.85112927,160994.81866254,164584.779655029,0.123409396544661,0.112497244650738,0.109058291544601,119970,1,0.932
"OM3_HCR-B_Ftrgt-0.16_Btrigger-2e+05_TACconstr-FALSE_BB-FALSE.rds",3,0.16,2e+05,"B",FALSE,FALSE,20595.62887,16846.0376,18933.87497,0.1279,0.1204,0.1208,0.15,0.133,0.166,0.163,0.170790373,0.215190011,0.337852208,19910.42792,17814.94826,18192.81156,0,0,169582.1287,160138.4737,164208.2162,0.131400407,0.123835106,0.114566105,119970,1,0.929
"OM3_HCR-C_Ftrgt-0.12_Btrigger-190000_TACconstr-FALSE_BB-FALSE.rds",3,0.12,190000,"C",FALSE,FALSE,17628.20918,14320.37364,16158.0635,0.11485,0.1066,0.1074,0.1388,0.125,0.154,0.156,0.154302306,0.242003613,0.214538924,17333.50469,14560.73866,15539.23121,0,0,177125.8608,163249.1899,170220.2814,0.104664831,0.098574656,0.091292921,119970,1,0.935
"OM3_HCR-C_Ftrgt-0.14_Btrigger-220000_TACconstr-FALSE_BB-FALSE.rds",3,0.14,220000,"C",FALSE,FALSE,18541.7009881072,14664.042925199,16986.1324751695,0.1162,0.1087,0.1078,0.1396,0.126,0.156,0.157,0.171829369259669,0.248206605190651,0.235540106695827,17088.3189462098,14657.9364285376,15475.1823510744,0,0,175430.25987474,163094.231276507,169279.137409924,0.107936512696872,0.100930738807989,0.0922311210012679,119970,1,0.933
"OM3_HCR-C_Ftrgt-0.15_Btrigger-230000_TACconstr-TRUE_BB-TRUE.rds",3,0.15,230000,"C",TRUE,TRUE,19107.27778,15347.56152,16953.38046,0.1213,0.1144,0.11,0.1464,0.128,0.152,0.164,0.368734033,0.358355768,0.418728203,17171.46415,15054.53205,15138.23636,0,0,173680.8031,163066.1629,167606.2605,0.108490455,0.098652611,0.095378138,119970,1,0.932
"OM1_HCR-A_Ftrgt-0.172_Btrigger-250000_TACconstr-TRUE_BB-TRUE.rds",1,0.172,250000,"A",TRUE,TRUE,25159.78659,16937.12572,22571.89486,0.0598,0.0419,0.082,0.0734,0.054,0.099,0.091,0.203842801189643,0.244834182491281,0.250171148778909,23449.85,16994,21010,0,0,198259.620878151,169415.775107823,189575.870358265,0.131514381013405,0.123631176219163,0.102622091326524,119970,1,0.971
"OM1_HCR-A_Ftrgt-0.176_Btrigger-250000_TACconstr-TRUE_BB-TRUE.rds",1,0.176,250000,"A",TRUE,TRUE,25491.10383,17250.09896,22902.0774,0.06125,0.0433,0.0832,0.0752,0.055,0.103,0.092,0.203911135304379,0.244962199862435,0.250528880469435,23713,17346.5,21279.5,0,0,197410.398782801,169055.823313981,188751.19313131,0.133993098828461,0.125883672088819,0.104900946721184,119970,1,0.971
"OM1_HCR-A_Ftrgt-0.158_Btrigger-250000_TACconstr-TRUE_BB-TRUE.rds",1,0.158,250000,"A",TRUE,TRUE,23939.23747,15833.87348,21373.54522,0.05465,0.0373,0.0766,0.0674,0.05,0.091,0.084,0.20476162116031,0.244855101040187,0.248631591950819,22363.85,15711,19959,0,0,201497.548956878,170702.686983004,192489.959324651,0.122665915700594,0.115097357935624,0.0946553095599347,119970,1,0.974
"OM1_HCR-A_Ftrgt-0.144_Btrigger-250000_TACconstr-TRUE_BB-TRUE.rds",1,0.144,250000,"A",TRUE,TRUE,22627.25553,14704.55124,20109.97568,0.05075,0.0339,0.073,0.0622,0.045,0.085,0.077,0.206075904922149,0.243943459451612,0.247325132999211,21225,14411,18899.5,0,0,204795.593107022,171945.289692981,195320.261022174,0.113687440957812,0.106265937733068,0.0866413386495019,119970,1,0.977
