"","Var1","Freq"
"1","Min.",0.181579690327522
"2","1st Qu.",0.771040415870915
"3","Median",0.984681243687557
"4","Mean",1.04735986790611
"5","3rd Qu.",1.25509474994961
"6","Max.",3.45781071839194
